# genomes_0
x, max
24, 0.5536421369477085
25, 0.5536421369477085
26, 0.5536421369477085
27, 0.5536421369477085
28, 0.5536421369477085
29, 0.5536421369477085
30, 0.5586490188226384
31, 0.5586490188226384
32, 0.5586490188226384
33, 0.5586490188226384
34, 0.7884738050688893
35, 0.7884738050688893
36, 0.7884738050688893
37, 0.7884738050688893
38, 0.7884738050688893
39, 0.7884738050688893
40, 0.7884738050688893
41, 0.7884738050688893
42, 0.7884738050688893
43, 0.7884738050688893
44, 0.7884738050688893
45, 0.7884738050688893
46, 0.7884738050688893
47, 0.7884738050688893
48, 0.7884738050688893
49, 0.7884738050688893
50, 0.7884738050688893
51, 0.7884738050688893
52, 0.7884738050688893
53, 0.7884738050688893
54, 0.7884738050688893
55, 0.7884738050688893
56, 0.7884738050688893
57, 0.7884738050688893
58, 0.7884738050688893
59, 0.7884738050688893
60, 0.7884738050688893
61, 0.7884738050688893
62, 0.7884738050688893
63, 0.7884738050688893
64, 0.7884738050688893
65, 0.7884738050688893
66, 0.7884738050688893
67, 0.7884738050688893
68, 0.7884738050688893
69, 0.7884738050688893
70, 0.7884738050688893
71, 0.7884738050688893
72, 0.7884738050688893
73, 0.7884738050688893
74, 0.7884738050688893
75, 0.7884738050688893
76, 0.7884738050688893
77, 0.7884738050688893
78, 0.7884738050688893
79, 0.7884738050688893
80, 0.7884738050688893
81, 0.7884738050688893
82, 0.7884738050688893
83, 0.7884738050688893
84, 0.7884738050688893
85, 0.7884738050688893
86, 0.7884738050688893
87, 0.7884738050688893
88, 0.7884738050688893
89, 0.7884738050688893
90, 0.7884738050688893
91, 0.7884738050688893
92, 0.7884738050688893
93, 0.7884738050688893
94, 0.7884738050688893
95, 0.7884738050688893
96, 0.7884738050688893
97, 0.7884738050688893
98, 0.7884738050688893
99, 0.7884738050688893
100, 0.7884738050688893
101, 0.7884738050688893
102, 0.7884738050688893
103, 0.7884738050688893
104, 0.7884738050688893
105, 0.7884738050688893
106, 0.7884738050688893
107, 0.7884738050688893
108, 0.8236692904905545
109, 0.8236692904905545
110, 0.8236692904905545
111, 0.8236692904905545
112, 0.8236692904905545
113, 0.8236692904905545
114, 0.8236692904905545
115, 0.8236692904905545
116, 0.8236692904905545
117, 0.9941203829147438
118, 0.9941203829147438
119, 0.9941203829147438
120, 0.9941203829147438
121, 0.9941203829147438
122, 0.9941203829147438
123, 0.9941203829147438
124, 0.9941203829147438
125, 0.9941203829147438
126, 0.9941203829147438
127, 0.9941203829147438
128, 0.9941203829147438
129, 0.9941203829147438
130, 0.9941203829147438
131, 0.9941203829147438
132, 0.9941203829147438
133, 0.9941203829147438
134, 0.9941203829147438
135, 0.9941203829147438
136, 0.9941203829147438
137, 0.9941203829147438
138, 0.9941203829147438
139, 0.9941203829147438
140, 0.9941203829147438
141, 0.9941203829147438
142, 0.9941203829147438
143, 0.9941203829147438
144, 0.9941203829147438
145, 0.9941203829147438
146, 0.9941203829147438
147, 0.9941203829147438
148, 0.9941203829147438
149, 0.9941203829147438
150, 0.9941203829147438
151, 0.9941203829147438
152, 0.9941203829147438
153, 0.9941203829147438
154, 0.9941203829147438
155, 0.9941203829147438
156, 0.9941203829147438
157, 0.9941203829147438
158, 0.9941203829147438
159, 0.9941203829147438
160, 0.9941203829147438
161, 0.9941203829147438
162, 0.9941203829147438
163, 0.9941203829147438
164, 0.9941203829147438
165, 0.9941203829147438
166, 0.9941203829147438
167, 0.9941203829147438
168, 0.9941203829147438
169, 0.9941203829147438
170, 0.9941203829147438
171, 0.9941203829147438
172, 0.9941203829147438
173, 0.9941203829147438
174, 0.9941203829147438
175, 0.9941203829147438
176, 0.9941203829147438
177, 0.9941203829147438
178, 0.9941203829147438
179, 0.9941203829147438
180, 0.9941203829147438
181, 0.9941203829147438
182, 0.9941203829147438
183, 0.9941203829147438
184, 0.9941203829147438
185, 0.9941203829147438
186, 0.9941203829147438
187, 0.9941203829147438
188, 0.9941203829147438
189, 0.9941203829147438
190, 0.9941203829147438
191, 0.9941203829147438
192, 0.9941203829147438
193, 0.9941203829147438
194, 0.9941203829147438
195, 0.9941203829147438
196, 0.9941203829147438
197, 0.9941203829147438
198, 0.9941203829147438
199, 0.9941203829147438
200, 0.9941203829147438



# genomes_closed_0
x, max
0, 0.4537868101777812
1, 0.47748079784874364
2, 0.5251554912682138
3, 0.5904968155969506
4, 0.5904968155969506
5, 0.5904968155969506
6, 0.5904968155969506
7, 0.5904968155969506
8, 0.5904968155969506
9, 0.5904968155969506
10, 0.5904968155969506
11, 0.5904968155969506
12, 0.5904968155969506
13, 0.5904968155969506
14, 0.5904968155969506
15, 0.5904968155969506
16, 0.5904968155969506
17, 0.5904968155969506
18, 0.5904968155969506
19, 0.5904968155969506
20, 0.5904968155969506
21, 0.5904968155969506
22, 0.5972310309841433
23, 0.5972310309841433
24, 0.5972310309841433
25, 0.5972310309841433
26, 0.5972310309841433
27, 0.5972310309841433
28, 0.5972310309841433
29, 0.5972310309841433
30, 0.5972310309841433
31, 0.5972310309841433
32, 0.5972310309841433
33, 0.5972310309841433
34, 0.5972310309841433
35, 0.5972310309841433
36, 0.5972310309841433
37, 0.5972310309841433
38, 0.5972310309841433
39, 0.5972310309841433
40, 0.5972310309841433
41, 0.5972310309841433
42, 0.5972310309841433
43, 0.5972310309841433
44, 0.5972310309841433
45, 0.5972310309841433
46, 0.6053372941420831
47, 0.6053372941420831
48, 0.6053372941420831
49, 0.6053372941420831
50, 0.6053372941420831
51, 0.6053372941420831
52, 0.6053372941420831
53, 0.6053372941420831
54, 0.6053372941420831
55, 0.608131927283979
56, 0.608131927283979
57, 0.608131927283979
58, 0.608131927283979
59, 0.608131927283979
60, 0.608131927283979
61, 0.608131927283979
62, 0.608131927283979
63, 0.608131927283979
64, 0.608131927283979
65, 0.608131927283979
66, 0.608131927283979
67, 0.608131927283979
68, 0.608131927283979
69, 0.608131927283979
70, 0.608131927283979
71, 0.608131927283979
72, 0.608131927283979
73, 0.608131927283979
74, 0.8042174428871693
75, 0.8042174428871693
76, 0.8042174428871693
77, 0.8042174428871693
78, 0.8042174428871693
79, 0.8042174428871693
80, 0.8042174428871693
81, 0.8042174428871693
82, 0.8042174428871693
83, 0.8042174428871693
84, 0.8042174428871693
85, 0.8042174428871693
86, 0.8042174428871693
87, 0.8042174428871693
88, 0.8042174428871693
89, 0.8042174428871693
90, 0.8042174428871693
91, 0.8042174428871693
92, 0.8042174428871693
93, 0.8042174428871693
94, 0.8988571130016472
95, 0.8988571130016472
96, 0.8988571130016472
97, 0.8988571130016472
98, 0.8988571130016472
99, 0.8988571130016472
100, 0.8988571130016472
101, 0.8988571130016472
102, 0.8988571130016472
103, 0.8988571130016472
104, 0.8988571130016472
105, 0.8988571130016472
106, 0.8988571130016472
107, 0.8988571130016472
108, 0.8988571130016472
109, 0.8988571130016472
110, 0.8988571130016472
111, 0.8988571130016472
112, 0.8988571130016472
113, 0.8988571130016472
114, 0.8988571130016472
115, 0.8988571130016472
116, 0.8988571130016472
117, 0.8988571130016472
118, 0.8988571130016472
119, 0.8988571130016472
120, 0.8988571130016472
121, 0.8988571130016472
122, 0.8988571130016472
123, 0.8988571130016472
124, 0.8988571130016472
125, 0.8988571130016472
126, 0.8988571130016472
127, 0.8988571130016472
128, 0.8988571130016472
129, 0.8988571130016472
130, 0.8988571130016472
131, 0.8988571130016472
132, 0.8988571130016472
133, 0.8988571130016472
134, 0.8988571130016472
135, 0.8988571130016472
136, 0.8988571130016472
137, 0.8988571130016472
138, 0.8988571130016472
139, 0.8988571130016472
140, 0.8988571130016472
141, 0.8988571130016472
142, 0.8988571130016472
143, 0.8988571130016472
144, 0.8988571130016472
145, 0.8988571130016472
146, 0.8988571130016472
147, 0.8988571130016472
148, 0.8988571130016472
149, 0.8988571130016472
150, 0.8988571130016472
151, 0.8988571130016472
152, 0.8988571130016472
153, 0.8988571130016472
154, 0.8988571130016472
155, 0.8988571130016472
156, 0.8988571130016472
157, 0.8988571130016472
158, 0.8988571130016472
159, 0.8988571130016472
160, 0.8988571130016472
161, 0.8988571130016472
162, 0.8988571130016472
163, 0.8988571130016472
164, 0.8988571130016472
165, 0.8988571130016472
166, 0.8988571130016472
167, 0.8988571130016472
168, 0.8988571130016472
169, 0.8988571130016472
170, 0.8988571130016472
171, 0.8988571130016472
172, 0.8988571130016472
173, 0.8988571130016472
174, 0.8988571130016472
175, 0.8988571130016472
176, 0.8988571130016472
177, 0.8988571130016472
178, 0.8988571130016472
179, 0.8988571130016472
180, 0.8988571130016472
181, 0.8988571130016472
182, 0.8988571130016472
183, 0.8988571130016472
184, 0.8988571130016472
185, 0.8988571130016472
186, 0.8988571130016472
187, 0.8988571130016472
188, 0.8988571130016472
189, 0.8988571130016472
190, 0.8988571130016472
191, 0.8988571130016472
192, 0.8988571130016472
193, 0.8988571130016472
194, 0.8988571130016472
195, 0.8988571130016472
196, 0.8988571130016472
197, 0.8988571130016472
198, 0.8988571130016472
199, 0.8988571130016472
200, 0.8988571130016472



# genomes_15
x, max
0, 0.9570520390635326
1, 0.9627366909448812
2, 0.9627366909448812
3, 0.9627366909448812
4, 0.9629008545796472
5, 0.9629008545796472
6, 0.9682267637602893
7, 0.9682267637602893
8, 0.9738362988014572
9, 0.9738362988014572
10, 0.9738362988014572
11, 0.9738362988014572
12, 0.9738362988014572
13, 0.9738362988014572
14, 0.9753558498861117
15, 0.9753558498861117
16, 0.9753558498861117
17, 0.9753558498861117
18, 0.9753558498861117
19, 0.9753558498861117
20, 0.9753558498861117
21, 0.9753558498861117
22, 0.9753558498861117
23, 0.9753558498861117
24, 0.9753558498861117
25, 0.9753558498861117
26, 0.9753558498861117
27, 0.9758649811903414
28, 0.9758649811903414
29, 0.9758649811903414
30, 0.9758649811903414
31, 0.9758649811903414
32, 0.9758649811903414
33, 0.9786784488154442
34, 0.9786784488154442
35, 0.9786784488154442
36, 0.9786784488154442
37, 0.9822707421769504
38, 0.9822707421769504
39, 0.9822707421769504
40, 0.9822707421769504
41, 0.9822707421769504
42, 0.9822707421769504
43, 0.9914563790461138
44, 0.9914563790461138
45, 0.9914563790461138
46, 0.9914563790461138
47, 0.9914563790461138
48, 0.9914563790461138
49, 0.9914563790461138
50, 0.9914563790461138
51, 0.9914563790461138
52, 0.9914563790461138
53, 0.9914563790461138
54, 0.9914563790461138
55, 0.9914563790461138
56, 0.9914563790461138
57, 0.9914563790461138
58, 0.9914563790461138
59, 0.9914563790461138
60, 0.9914563790461138
61, 0.9914563790461138
62, 0.9914563790461138
63, 0.9914563790461138
64, 0.9914563790461138
65, 0.9914563790461138
66, 0.9914563790461138
67, 0.9914563790461138
68, 0.9914563790461138
69, 0.9914563790461138
70, 0.9914563790461138
71, 0.9914563790461138
72, 0.9914563790461138
73, 0.9914563790461138
74, 0.9914563790461138
75, 0.9914563790461138
76, 0.9914563790461138
77, 0.9914563790461138
78, 0.9914563790461138
79, 0.9914563790461138
80, 0.9914563790461138
81, 0.9914563790461138
82, 0.9914563790461138
83, 0.9914563790461138
84, 0.9914563790461138
85, 0.9914563790461138
86, 0.9914563790461138
87, 0.9914563790461138
88, 0.9914563790461138
89, 0.9914563790461138
90, 0.9914563790461138
91, 0.9914563790461138
92, 0.9914563790461138
93, 0.9914563790461138
94, 0.9914563790461138
95, 0.9914563790461138
96, 0.9914563790461138
97, 0.9914563790461138
98, 0.9914563790461138
99, 0.9914563790461138
100, 0.9914563790461138
101, 0.9914563790461138
102, 0.9914563790461138
103, 0.9914563790461138
104, 0.9914563790461138
105, 0.9914563790461138
106, 0.9916265132333657
107, 0.9916265132333657
108, 0.9916265132333657
109, 0.9916265132333657
110, 0.9916265132333657
111, 0.9916265132333657
112, 1.0
113, 1.0
114, 1.0
115, 1.0
116, 1.0
117, 1.0
118, 1.0
119, 1.0
120, 1.0
121, 1.0
122, 1.0
123, 1.0
124, 1.0
125, 1.0
126, 1.0
127, 1.0
128, 1.0
129, 1.0
130, 1.0
131, 1.0
132, 1.0
133, 1.0
134, 1.0
135, 1.0
136, 1.0
137, 1.0
138, 1.0
139, 1.0
140, 1.0
141, 1.0
142, 1.0
143, 1.0
144, 1.0
145, 1.0
146, 1.0
147, 1.0
148, 1.0
149, 1.0
150, 1.0
151, 1.0
152, 1.0
153, 1.0
154, 1.0
155, 1.0
156, 1.0
157, 1.0
158, 1.0
159, 1.0
160, 1.0
161, 1.0
162, 1.0
163, 1.0
164, 1.0
165, 1.0
166, 1.0
167, 1.0
168, 1.0
169, 1.0
170, 1.0
171, 1.0
172, 1.0
173, 1.0
174, 1.0
175, 1.0
176, 1.0
177, 1.0
178, 1.0
179, 1.0
180, 1.0
181, 1.0
182, 1.0
183, 1.0
184, 1.0
185, 1.0
186, 1.0
187, 1.0
188, 1.0
189, 1.0
190, 1.0
191, 1.0
192, 1.0
193, 1.0
194, 1.0
195, 1.0
196, 1.0
197, 1.0
198, 1.0
199, 1.0
200, 1.0



# genomes_semi_15
x, max
0, 0.9577583568420575
1, 0.961975352477472
2, 0.961975352477472
3, 0.961975352477472
4, 0.9627694273584694
5, 0.9627694273584694
6, 0.9627694273584694
7, 0.9627694273584694
8, 0.9627694273584694
9, 0.9627694273584694
10, 0.9627694273584694
11, 0.9627694273584694
12, 0.9627694273584694
13, 0.9627694273584694
14, 0.9627694273584694
15, 0.9627694273584694
16, 0.9627694273584694
17, 0.9627694273584694
18, 0.9627694273584694
19, 0.9627694273584694
20, 0.9627694273584694
21, 0.9627694273584694
22, 0.9627694273584694
23, 0.9627694273584694
24, 0.9627694273584694
25, 0.9627694273584694
26, 0.9627694273584694
27, 0.9627694273584694
28, 0.9627694273584694
29, 0.9627694273584694
30, 0.9627694273584694
31, 0.9627694273584694
32, 0.9627694273584694
33, 0.9627694273584694
34, 0.9627694273584694
35, 0.9627694273584694
36, 0.9627694273584694
37, 0.9627694273584694
38, 0.9627694273584694
39, 0.9627694273584694
40, 0.9627694273584694
41, 0.9627694273584694
42, 0.9627694273584694
43, 0.9627694273584694
44, 0.9627694273584694
45, 0.9627694273584694
46, 0.9627694273584694
47, 0.9627694273584694
48, 0.9627694273584694
49, 0.9627694273584694
50, 0.9627694273584694
51, 0.9627694273584694
52, 0.9627694273584694
53, 0.9627694273584694
54, 0.9627694273584694
55, 0.9627694273584694
56, 0.9630227843795937
57, 0.9630227843795937
58, 0.9630227843795937
59, 0.9630227843795937
60, 0.9630227843795937
61, 0.9630227843795937
62, 0.9630227843795937
63, 0.9630227843795937
64, 0.9630227843795937
65, 0.9630227843795937
66, 0.9630227843795937
67, 0.9630227843795937
68, 0.9630227843795937
69, 0.9630227843795937
70, 0.9630227843795937
71, 0.9630227843795937
72, 0.9630227843795937
73, 0.9630227843795937
74, 0.9630227843795937
75, 0.9630227843795937
76, 0.9630227843795937
77, 0.9630227843795937
78, 0.9630227843795937
79, 0.9630227843795937
80, 0.9630227843795937
81, 0.9630227843795937
82, 0.9630227843795937
83, 0.9630227843795937
84, 0.9630227843795937
85, 0.9630227843795937
86, 0.9630227843795937
87, 0.9630227843795937
88, 0.9630227843795937
89, 0.9630227843795937
90, 0.9630227843795937
91, 0.9630227843795937
92, 0.9630227843795937
93, 0.9630227843795937
94, 0.9630227843795937
95, 0.9630227843795937
96, 0.9630227843795937
97, 0.9630227843795937
98, 0.9630227843795937
99, 0.9630227843795937
100, 0.9630227843795937
101, 0.9630227843795937
102, 0.9630227843795937
103, 0.9630227843795937
104, 0.9630227843795937
105, 0.9630227843795937
106, 0.9630227843795937
107, 0.9630227843795937
108, 0.9630227843795937
109, 0.9630227843795937
110, 0.9630227843795937
111, 0.9630227843795937
112, 0.9630227843795937
113, 0.9630227843795937
114, 0.9630227843795937
115, 0.9630227843795937
116, 0.9630227843795937
117, 0.9630227843795937
118, 0.9630227843795937
119, 0.9630227843795937
120, 0.9630227843795937
121, 0.9630227843795937
122, 0.9630227843795937
123, 0.9630227843795937
124, 0.9630227843795937
125, 0.9630227843795937
126, 0.9630227843795937
127, 0.9630227843795937
128, 0.9630227843795937
129, 0.9630227843795937
130, 0.9630227843795937
131, 0.9630227843795937
132, 0.9630227843795937
133, 0.9630227843795937
134, 0.9630227843795937
135, 0.9630227843795937
136, 0.9630227843795937
137, 0.9630227843795937
138, 0.9630227843795937
139, 0.9630227843795937
140, 0.9630227843795937
141, 0.9630227843795937
142, 0.9630227843795937
143, 0.9630227843795937
144, 0.9630227843795937
145, 0.9630227843795937
146, 0.9630227843795937
147, 0.9630227843795937
148, 0.9630227843795937
149, 0.9630227843795937
150, 0.9630227843795937
151, 0.9630227843795937
152, 0.9630227843795937
153, 0.9630227843795937
154, 0.9630227843795937
155, 0.9630227843795937
156, 0.9630227843795937
157, 0.9630227843795937
158, 0.9630227843795937
159, 0.9630227843795937
160, 0.9630227843795937
161, 0.9630227843795937
162, 0.9630227843795937
163, 0.9630227843795937
164, 0.9630227843795937
165, 0.9630227843795937
166, 0.9630227843795937
167, 0.9630227843795937
168, 0.9630227843795937
169, 0.9630227843795937
170, 0.9630227843795937
171, 0.9630227843795937
172, 0.9630227843795937
173, 0.9630227843795937
174, 0.9630227843795937
175, 0.9630227843795937
176, 0.9630227843795937
177, 0.9630227843795937
178, 0.9630227843795937
179, 0.9630227843795937
180, 0.9630227843795937
181, 0.9630227843795937
182, 0.9630227843795937
183, 0.9630227843795937
184, 0.9630227843795937
185, 0.9630227843795937
186, 0.9630227843795937
187, 0.9630227843795937
188, 0.9630227843795937
189, 0.9630227843795937
190, 0.9630227843795937
191, 0.9630227843795937
192, 0.9630227843795937
193, 0.9630227843795937
194, 0.9630227843795937
195, 0.9630227843795937
196, 0.9630227843795937
197, 0.9630227843795937
198, 0.9630227843795937
199, 0.9630227843795937
200, 0.9630227843795937



# genomes_closed_15
x, max
0, 0.9175931802879469
1, 0.9175931802879469
2, 0.9270323423369734
3, 0.9270323423369734
4, 0.9270323423369734
5, 0.9270323423369734
6, 0.9270323423369734
7, 0.9270323423369734
8, 0.9270323423369734
9, 0.9270323423369734
10, 0.9270323423369734
11, 0.9270323423369734
12, 0.9270323423369734
13, 0.9270323423369734
14, 0.9280768689667341
15, 0.9280768689667341
16, 0.9524849852600983
17, 0.9524849852600983
18, 0.9524849852600983
19, 0.9524849852600983
20, 0.9524849852600983
21, 0.9524849852600983
22, 0.9524849852600983
23, 0.9524849852600983
24, 0.9524849852600983
25, 0.9524849852600983
26, 0.9524849852600983
27, 0.9524849852600983
28, 0.9524849852600983
29, 0.9524849852600983
30, 0.9524849852600983
31, 0.9524849852600983
32, 0.9524849852600983
33, 0.9524849852600983
34, 0.9524849852600983
35, 0.9524849852600983
36, 0.9524849852600983
37, 0.9524849852600983
38, 0.9524849852600983
39, 0.9524849852600983
40, 0.9524849852600983
41, 0.9524849852600983
42, 0.9524849852600983
43, 0.9524849852600983
44, 0.9524849852600983
45, 0.9524849852600983
46, 0.9524849852600983
47, 0.9524849852600983
48, 0.9524849852600983
49, 0.9524849852600983
50, 0.9524849852600983
51, 0.9524849852600983
52, 0.9524849852600983
53, 0.9524849852600983
54, 0.9528340373882421
55, 0.9528340373882421
56, 0.9528340373882421
57, 0.9528340373882421
58, 0.9528340373882421
59, 0.9528340373882421
60, 0.9528340373882421
61, 0.9528340373882421
62, 0.9528340373882421
63, 0.9528340373882421
64, 0.9528340373882421
65, 0.9528340373882421
66, 0.9528340373882421
67, 0.9528340373882421
68, 0.9528340373882421
69, 0.9528340373882421
70, 0.9528340373882421
71, 0.9528340373882421
72, 0.9528340373882421
73, 0.9528340373882421
74, 0.9528340373882421
75, 0.9576083559646241
76, 0.9576083559646241
77, 0.9576083559646241
78, 0.9576083559646241
79, 0.9576083559646241
80, 0.9576083559646241
81, 0.9576083559646241
82, 0.9576083559646241
83, 0.9576083559646241
84, 0.9576083559646241
85, 0.9576083559646241
86, 0.9576083559646241
87, 0.9576083559646241
88, 0.9576083559646241
89, 0.9576083559646241
90, 0.9576083559646241
91, 0.9576083559646241
92, 0.9576083559646241
93, 0.9576083559646241
94, 0.9576083559646241
95, 0.9576083559646241
96, 0.9576083559646241
97, 0.9576083559646241
98, 0.9576083559646241
99, 0.9576083559646241
100, 0.9576083559646241
101, 0.9576083559646241
102, 0.9576083559646241
103, 0.9576083559646241
104, 0.9576083559646241
105, 0.9576083559646241
106, 0.9576083559646241
107, 0.9576083559646241
108, 0.9576083559646241
109, 0.9576083559646241
110, 0.9576083559646241
111, 0.9576083559646241
112, 0.9576083559646241
113, 0.9576083559646241
114, 0.9576083559646241
115, 0.9583633484556462
116, 0.9583633484556462
117, 0.9583633484556462
118, 0.9583633484556462
119, 0.9583633484556462
120, 0.9583633484556462
121, 0.9583633484556462
122, 0.9583633484556462
123, 0.9583633484556462
124, 0.9583633484556462
125, 0.9583633484556462
126, 0.9583633484556462
127, 0.9583633484556462
128, 0.9583633484556462
129, 0.9583633484556462
130, 0.9583633484556462
131, 0.9583633484556462
132, 0.9583633484556462
133, 0.9583633484556462
134, 0.9583633484556462
135, 0.9583633484556462
136, 0.9583633484556462
137, 0.9583633484556462
138, 0.9583633484556462
139, 0.9583633484556462
140, 0.9583633484556462
141, 0.9583633484556462
142, 0.9583633484556462
143, 0.9583633484556462
144, 0.9583633484556462
145, 0.9583633484556462
146, 0.9583633484556462
147, 0.9583633484556462
148, 0.9583633484556462
149, 0.9583633484556462
150, 0.9583633484556462
151, 0.9583633484556462
152, 0.9583633484556462
153, 0.9583633484556462
154, 0.9583633484556462
155, 0.9583633484556462
156, 0.9583633484556462
157, 0.9583633484556462
158, 0.9583633484556462
159, 0.9583633484556462
160, 0.9583633484556462
161, 0.9583633484556462
162, 0.9583633484556462
163, 0.9583633484556462
164, 0.9583633484556462
165, 0.9583633484556462
166, 0.9583633484556462
167, 0.9583633484556462
168, 0.9583633484556462
169, 0.9583633484556462
170, 0.9583633484556462
171, 0.9583633484556462
172, 0.9583633484556462
173, 0.9583633484556462
174, 0.9583633484556462
175, 0.9583633484556462
176, 0.9583633484556462
177, 0.9583633484556462
178, 0.9583633484556462
179, 0.9583633484556462
180, 0.9583633484556462
181, 0.9583633484556462
182, 0.9583633484556462
183, 0.9583633484556462
184, 0.9583633484556462
185, 0.9583633484556462
186, 0.9583633484556462
187, 0.9583633484556462
188, 0.9583633484556462
189, 0.9583633484556462
190, 0.9583633484556462
191, 0.9583633484556462
192, 0.9583633484556462
193, 0.9583633484556462
194, 0.9583633484556462
195, 0.9583633484556462
196, 0.9583633484556462
197, 0.9583633484556462
198, 0.9583633484556462
199, 0.9583633484556462
200, 0.9583633484556462



